name_of_work,work_type,department,project_type,gis_id,works_aa_approval_id,road_no,latitude,longitude,polygon_area,polygon_centroid,geometry,length,width,area,gis_snap,measure_in
development of road from lalit mahal chowk to thorat chowk ,New,Road,New Foothpath ,8715,14679,1,73.84162735,18.52837868,0.255579727,"73.8416273539296,18.528378683721254","{""type"":""LineString"",""coordinates"":[[73.8428327237455,18.528386942523],[73.84196420730865,18.528323392539814],[73.84127478627896,18.528302209212086],[73.84043769838526,18.528502190610116]]}",NULL,NULL,NULL,65609e25919a4.png,linestring
Highway bridge pumpingsathi 2500mm vyasache line varun connection ghene.,New,Water Supply,WTP,8714,16255,1,73.81214009,18.46251073,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.81214008808078,18.46251073494911]}",NULL,NULL,NULL,656089446c434.png,point
prabhag kr.1 kalas dhanori s.no.17 yethil pune manapachya tabyat aalelya aminity space var sports complex sathi under ground water tank che kam karne,New,Building,Services,8713,17784,1,73.90161329,18.5996435,0.202542201,"73.9016132855923,18.599643501429032","{""type"":""LineString"",""coordinates"":[[73.90141184186817,18.599810884760846],[73.90136804950244,18.5993972922621],[73.90193248164195,18.599387560600523],[73.90191788426095,18.599801153210635],[73.901436170688,18.599820616311053]]}",NULL,NULL,NULL,65603d81cbe83.png,linestring
prabhag kr.1 kalas dhanori s.no.17 yethil pune manapachya tabyat aalelya aminity space var sports complex sathi under ground water tank che kam karne,New,Building,Services,8712,17784,1,73.90161329,18.5996435,0.202542201,"73.9016132855923,18.599643501429032","{""type"":""LineString"",""coordinates"":[[73.90141184186817,18.599810884760846],[73.90136804950244,18.5993972922621],[73.90193248164195,18.599387560600523],[73.90191788426095,18.599801153210635],[73.901436170688,18.599820616311053]]}",NULL,NULL,NULL,65603d81a9914.png,linestring
test tulip 1,New,Building,Educational,8711,17781,1,73.77300954,18.50653119,401.1814064,"73.77300953930977,18.50653118935086","{""type"":""Polygon"",""coordinates"":[[[73.77312118436068,18.506618024390452],[73.77296585211593,18.50666117223621],[73.77290760252416,18.506438960830547],[73.77304351823831,18.506406599946228],[73.77312118436068,18.506618024390452]]]}",NULL,NULL,NULL,655f43f749bad.png,polygon
test tulip 1,New,Building,Educational,8710,17781,1,73.77297638,18.50642641,44.39851775,"73.77297638206157,18.506426407723477","{""type"":""Polygon"",""coordinates"":[[[73.77298951228524,18.50634893940389],[73.77300132948652,18.506471050483917],[73.77293830441296,18.506459233282623],[73.77298951228524,18.50634893940389]]]}",NULL,NULL,NULL,655f439cd4bf5.png,polygon
test tulip 1,New,Building,Educational,8709,17781,1,73.7729634,18.50639028,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77296339664876,18.50639028033072]}",NULL,NULL,NULL,655f4373d3d0e.png,point
test tulip 1,New,Building,Educational,8708,17781,1,73.7729634,18.50639028,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77296339664876,18.50639028033072]}",NULL,NULL,NULL,655f4373cf7ba.png,point
NAVYANE SAMAVISHTHA DHAYARI VADHIV HADD YETHE PRAKASH VYAVASTHA KARNE.,New,Electrical,Erection of Strret Line Poles,8707,11842,1,73.81427989,18.44275141,4.91736714,"73.81427989429574,18.442751412662187","{""type"":""LineString"",""coordinates"":[[73.81024918605972,18.44732372950135],[73.80816826879501,18.436320523142772],[73.82079630096302,18.43640604029064],[73.82185101245335,18.4464685580227],[73.81033470320759,18.447238212353483]]}",NULL,NULL,NULL,655f4025e45aa.png,linestring
test tulip,New,Building,Educational,8706,17778,1,73.89350273,18.46179598,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.89350272564953,18.46179597616872]}",NULL,NULL,NULL,655f3b0423e1f.png,point
Swargate Water Supply No. Repairing of taps and related works in Ward No. 29 of 2,Maintenance Work,Water Supply,Maintenance Work,8705,17774,1,73.84665319,18.5027077,2741948.339,"73.84665319011464,18.502707697045114","{""type"":""Polygon"",""coordinates"":[[[73.83671463263421,18.501048736744966],[73.84158001518455,18.501048736744966],[73.84164083246644,18.50232589966443],[73.84249227441273,18.502082630536915],[73.84303962994966,18.5029948897651],[73.84535068666106,18.50293407248322],[73.84571559035234,18.50147445771812],[73.84747929152684,18.501352823154363],[73.84936462726509,18.500501381208053],[73.8505201556208,18.499649939261747],[73.84997280008388,18.4986160454698],[73.84948626182884,18.49800787265101],[73.84918217541946,18.496426623322147],[73.84747929152684,18.49697397885906],[73.84626294588925,18.49551436409396],[73.84626294588925,18.494541287583893],[73.84711438783556,18.49271676912752],[73.85763577760066,18.4924735],[73.85787904672817,18.49478455671141],[73.85800068129194,18.496852344295302],[73.85806149857382,18.49867686275168],[73.8584264022651,18.50092710218121],[73.85556799001677,18.504028783557047],[73.85258794320468,18.506400657550337],[73.84997280008388,18.50828599328859],[73.84644539773488,18.510353780872485],[73.84492496568791,18.511752578355704],[73.84389107189597,18.511935030201343],[73.84383025461409,18.51290810671141],[73.84322208179529,18.51375954865772],[73.8414583806208,18.512299933892617],[73.84012040041945,18.510232146308727],[73.83811343011745,18.50834681057047],[73.83665381535234,18.506643926677853],[73.83634972894295,18.50536676375839],[73.83671463263421,18.503238158892618],[73.83671463263421,18.501048736744966]]]}",NULL,NULL,NULL,655f1aafe390b.png,polygon
Developing a road to ARAI,New,Road,Bituminous Road,8704,14179,2,73.82357591,18.50885811,0.190431902,"73.82357590918974,18.508858108075355","{""type"":""LineString"",""coordinates"":[[73.82369140949562,18.50973469991644],[73.8237254543456,18.50953421357764],[73.82374436815115,18.50935264104439],[73.82374436815115,18.509197547838905],[73.82374815091227,18.509076499483403],[73.82374058539004,18.50896301665012],[73.82370275777895,18.508887361427934],[73.8236838439734,18.508800357922418],[73.82363088531787,18.508736050983558],[73.82358927494568,18.508679309566915],[73.82354766457347,18.50859987158362],[73.82341148517352,18.50846369218368],[73.82330178510135,18.50833886106707],[73.82321856435695,18.50827833688932],[73.8231580401792,18.508229160994897]]}",NULL,NULL,NULL,655ef5fb6a525.png,linestring
Developing a road to ARAI,New,Road,Bituminous Road,8703,14179,1,73.82369444,18.50962977,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.82369443831406,18.50962976988085]}",NULL,NULL,NULL,655ef38c19893.png,point
Developing a road to ARAI,New,Road,Bituminous Road,8702,14179,1,73.82354167,18.50879221,0.161626472,"73.82354166691087,18.508792214172423","{""type"":""LineString"",""coordinates"":[[73.8231181911719,18.508185365670556],[73.82327072718013,18.508329427456108],[73.82341902607702,18.508481963464337],[73.82350164974814,18.508583654136487],[73.82364571153379,18.508774324146763],[73.82371350531523,18.50894169004468],[73.82373892798326,18.509128122943626],[73.82373892798326,18.509265829062166],[73.82372833520496,18.509439550627096]]}",NULL,NULL,NULL,655ef38bee1b8.png,linestring
prabhag kr.8  madhe badminton hall chi vikas kaame karane ,New,Building,Sports,8698,17760,1,73.81143661,18.56214955,542.0174499,"73.81143661151829,18.56214954725089","{""type"":""Polygon"",""coordinates"":[[[73.81137258964637,18.562311906821087],[73.81155441183452,18.56230166337394],[73.81150575514309,18.56208398887655],[73.81141356363032,18.56201484499776],[73.81133673733713,18.56203533218512],[73.81137258964637,18.562311906821087]]]}",NULL,NULL,NULL,655e28c84c501.png,polygon
कै. रामचंद्र (आप्पा ) बनकर क्रीडासंकुलामध्ये विविध स्थापत्य विषयक कामे करणे,New,Building,Services,8697,17754,1,73.95566467,18.49368152,4016.547418,"73.95566467456767,18.493681521683744","{""type"":""Polygon"",""coordinates"":[[[73.95546677324229,18.493902144967592],[73.9560971254619,18.49381602125301],[73.95605314751384,18.49334875436677],[73.95532750941396,18.49344404010726],[73.95537881720641,18.493896647724085],[73.95546677324229,18.493902144967592]]]}",NULL,NULL,NULL,655de886b3dd7.png,polygon
कै. रामचंद्र (आप्पा ) बनकर क्रीडासंकुलामध्ये विविध स्थापत्य विषयक कामे करणे,New,Building,Services,8696,17754,1,73.95566467,18.49368152,4016.547418,"73.95566467456767,18.493681521683744","{""type"":""Polygon"",""coordinates"":[[[73.95546677324229,18.493902144967592],[73.9560971254619,18.49381602125301],[73.95605314751384,18.49334875436677],[73.95532750941396,18.49344404010726],[73.95537881720641,18.493896647724085],[73.95546677324229,18.493902144967592]]]}",NULL,NULL,NULL,655de885cd7d0.png,polygon
PUNE MANPACHYA PRABHAG KR. 11 PARISRAT SARVELLANCE YANTRNA VISHYAK KAME KARNE.,New,Electrical,Installation and CCTV,8694,17748,1,73.821532,18.51089613,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.82153200278108,18.510896131848952]}",NULL,NULL,NULL,655db02edc90b.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8693,17745,1,73.86909457,18.53147496,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86909456826176,18.53147495647827]}",NULL,NULL,NULL,655da79ced42f.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8692,17745,1,73.86862714,18.53401839,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86862714234606,18.53401839160202]}",NULL,NULL,NULL,655da79cc6669.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8691,17745,1,73.86905053,18.53136517,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86905052812948,18.531365174025904]}",NULL,NULL,NULL,655da79ceef45.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8690,17745,1,73.86854705,18.53407442,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86854704813385,18.534074419946343]}",NULL,NULL,NULL,655da79c87215.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8689,17745,1,73.86854705,18.53407442,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86854704813385,18.534074419946343]}",NULL,NULL,NULL,655da79c48b42.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8688,17745,1,73.86909457,18.53147496,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86909456826176,18.53147495647827]}",NULL,NULL,NULL,655da79c3a8ee.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8687,17745,1,73.86905053,18.53136517,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86905052812948,18.531365174025904]}",NULL,NULL,NULL,655da79bb9090.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8686,17745,1,73.86862714,18.53401839,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86862714234606,18.53401839160202]}",NULL,NULL,NULL,655da79b86274.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8685,17745,1,73.86854705,18.53407442,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86854704813385,18.534074419946343]}",NULL,NULL,NULL,655da7985b2fd.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8684,17745,1,73.86905053,18.53136517,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86905052812948,18.531365174025904]}",NULL,NULL,NULL,655da7985e3eb.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8683,17745,1,73.86909457,18.53147496,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86909456826176,18.53147495647827]}",NULL,NULL,NULL,655da79848a18.png,point
pune manapachya parimandal kra.1 te 3 madhil lpg gas shav dahinyanmadhye lpg gas cha purvatha karne.,New,Electrical,Supply of LPG Gas,8682,17745,1,73.86862714,18.53401839,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86862714234606,18.53401839160202]}",NULL,NULL,NULL,655da797b1288.png,point
"मास्टर प्लॅन नुसार कोथरूड सिवेज डिस्ट्रीक (SD-8) अंतर्गत वूडलॅंड सोसायटी, डी.पी रोड, करिष्मा सिग्नल ते शीतल हॉटेल, कर्वे चौक, सुराजनगर, सुतारदरा या परिसरातील अपुऱ्या क्षमतेच्या मलवाहिन्या बदलणे व आवश्यक क्षमतेच्या मोठ्या व्यासाच्या मलवाहिन्या विकसित करणे. ",New,Drainage,New Line,8681,15145,1,73.79856862,18.50307773,0.130030282,"73.79856861713152,18.50307772886689","{""type"":""LineString"",""coordinates"":[[73.79793196368372,18.50318363253519],[73.79837528136498,18.50312944926304],[73.79882352479824,18.503021082718735],[73.79914369867913,18.50297675095061]]}",NULL,NULL,NULL,655d9fc303bd1.png,linestring
"मास्टर प्लॅन नुसार कोथरूड सिवेज डिस्ट्रीक (SD-8) अंतर्गत वूडलॅंड सोसायटी, डी.पी रोड, करिष्मा सिग्नल ते शीतल हॉटेल, कर्वे चौक, सुराजनगर, सुतारदरा या परिसरातील अपुऱ्या क्षमतेच्या मलवाहिन्या बदलणे व आवश्यक क्षमतेच्या मोठ्या व्यासाच्या मलवाहिन्या विकसित करणे. ",New,Drainage,New Line,8680,15145,1,73.80230427,18.50111358,0.272895779,"73.80230426839223,18.501113577594175","{""type"":""LineString"",""coordinates"":[[73.80241896791694,18.502244931997055],[73.8023733487878,18.50183435983472],[73.8023081786033,18.501267379229592],[73.80223649140035,18.500420166831123],[73.80218435525275,18.499801050078396]]}",NULL,NULL,NULL,655d9fc2e1134.png,linestring
Selection of Contractor to Create Awareness Through IEC Activities and Support Waste Collection &amp; Segregation at Source and Making City Garbage Free,New,Solid waste Management,IEC Activities - Desiging/Radio/Street Play,8679,17739,1,73.85429083,18.5107795,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8542908270973,18.51077950184564]}",NULL,NULL,NULL,655d9b1625d67.png,point
Selection of Contractor to Create Awareness Through IEC Activities and Support Waste Collection &amp; Segregation at Source and Making City Garbage Free,New,Solid waste Management,IEC Activities - Desiging/Radio/Street Play,8678,17739,1,73.85429083,18.5107795,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8542908270973,18.51077950184564]}",NULL,NULL,NULL,655d9af80a60c.png,point
Pune Pedestrians Day: lakshmi rasta v itar bhagatil rastyavar padchari din nimmit raste vikasit karane v karyakram ayojit karne.,New,Road,Repair Foothpah,8677,17736,1,73.84883744,18.51402673,0.741623521,"73.84883744498416,18.51402672686993","{""type"":""LineString"",""coordinates"":[[73.8453943590888,18.51353585072681],[73.84739123769863,18.513869590887982],[73.85021134189084,18.51420333104916],[73.8523528412584,18.514498134815764]]}",NULL,NULL,NULL,655d8484698d3.png,linestring
Pune Pedestrians Day: lakshmi rasta v itar bhagatil rastyavar padchari din nimmit raste vikasit karane v karyakram ayojit karne.,New,Road,Repair Foothpah,8676,17736,1,73.84883744,18.51402673,0.741623521,"73.84883744498416,18.51402672686993","{""type"":""LineString"",""coordinates"":[[73.8453943590888,18.51353585072681],[73.84739123769863,18.513869590887982],[73.85021134189084,18.51420333104916],[73.8523528412584,18.514498134815764]]}",NULL,NULL,NULL,655d84816dc7b.png,linestring
kai.balasaheb rambaue kavde kridangan v krida sankul yethe sthapty vishyak durusti kame karne,Repair Work,Building,Services,8675,17733,1,73.90700253,18.52192671,0.182855704,"73.90700253075985,18.521926711556087","{""type"":""LineString"",""coordinates"":[[73.90746804461948,18.521726406294647],[73.90744342616455,18.52213373098584],[73.90653701690024,18.522111350493102],[73.90656163535517,18.52173535845076]]}",NULL,NULL,NULL,655d5742535bd.png,linestring
kai.balasaheb rambaue kavde kridangan v krida sankul yethe sthapty vishyak durusti kame karne,Repair Work,Building,Services,8674,17733,1,73.90700253,18.52192671,0.182855704,"73.90700253075985,18.521926711556087","{""type"":""LineString"",""coordinates"":[[73.90746804461948,18.521726406294647],[73.90744342616455,18.52213373098584],[73.90653701690024,18.522111350493102],[73.90656163535517,18.52173535845076]]}",NULL,NULL,NULL,655d5741d45ce.png,linestring
kai.balasaheb rambaue kavde kridangan v krida sankul yethe sthapty vishyak durusti kame karne,Repair Work,Building,Services,8673,17733,1,73.90701708,18.52173312,0.093681295,"73.9070170781032,18.521733120437343","{""type"":""LineString"",""coordinates"":[[73.90657282572961,18.52173535845076],[73.90746133047678,18.521730882423928]]}",NULL,NULL,NULL,655d5741a91c8.png,linestring
kai.balasaheb rambaue kavde kridangan v krida sankul yethe sthapty vishyak durusti kame karne,Repair Work,Building,Services,8672,17733,1,73.90701708,18.52173312,0.093681295,"73.9070170781032,18.521733120437343","{""type"":""LineString"",""coordinates"":[[73.90657282572961,18.52173535845076],[73.90746133047678,18.521730882423928]]}",NULL,NULL,NULL,655d57418c534.png,linestring
kai.balasaheb rambaue kavde kridangan v krida sankul yethe sthapty vishyak durusti kame karne,Repair Work,Building,Services,8671,17733,1,73.90700253,18.52192671,0.182855704,"73.90700253075985,18.521926711556087","{""type"":""LineString"",""coordinates"":[[73.90746804461948,18.521726406294647],[73.90744342616455,18.52213373098584],[73.90653701690024,18.522111350493102],[73.90656163535517,18.52173535845076]]}",NULL,NULL,NULL,655d574121af7.png,linestring
kai.balasaheb rambaue kavde kridangan v krida sankul yethe sthapty vishyak durusti kame karne,Repair Work,Building,Services,8670,17733,1,73.90701708,18.52173312,0.093681295,"73.9070170781032,18.521733120437343","{""type"":""LineString"",""coordinates"":[[73.90657282572961,18.52173535845076],[73.90746133047678,18.521730882423928]]}",NULL,NULL,NULL,655d574112b62.png,linestring
Reinstatement of water supply channel/sewer: drainage channel/gas channel/electricity channel as well as cable digging along with other incidental works in the jurisdiction of Yerwada Kalas Dhanori ward Office.,Maintenance Work,Road,Reinstatement Works,8669,17697,1,73.89750186,18.57038146,1.314186016,"73.89750186465194,18.570381462164928","{""type"":""LineString"",""coordinates"":[[73.89413791695272,18.565127839244845],[73.89703759099854,18.568222996934196],[73.8996766201863,18.57294718498636],[73.8991553304702,18.575227827494306]]}",NULL,NULL,NULL,655c9485e243c.png,linestring
"Construction of chimneys, wet scrubs and sheds at Yerawada Hot Mix Plant etc.",New,Road,Maintanance Work,8668,13807,1,73.87952806,18.55081648,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87952805956952,18.55081647793588]}",NULL,NULL,NULL,655c8dfd7ad4d.png,point
Pune peth shivajinagar yethil nande jaltaran talav yethe sthapatyavishyak durusti  va tadnushangik kame karne,Repair Work,Building,Services,8667,17681,1,73.84804317,18.52144438,649.9019942,"73.84804317076004,18.521444376837227","{""type"":""Polygon"",""coordinates"":[[[73.8478885804456,18.521407365805036],[73.84806683766814,18.521624900103273],[73.84820783210576,18.521479877160946],[73.8480094328207,18.521265364279657],[73.8478885804456,18.521407365805036]]]}",NULL,NULL,NULL,655c86f35ed71.png,polygon
Pune Manpachya Emarati Bandhanyapurvi Soil Investigation Karne.,New,Building,Services,8666,17708,1,73.8724491,18.5281171,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87244910487536,18.528117098243808]}",NULL,NULL,NULL,655c5a6a35096.png,point
Pune Manpachya Emarati Bandhanyapurvi Soil Investigation Karne.,New,Building,Services,8665,17708,1,73.8724491,18.5281171,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87244910487536,18.528117098243808]}",NULL,NULL,NULL,655c5a63c3235.png,point
Pune Manpachya Emarati Bandhanyapurvi Soil Investigation Karne.,New,Building,Services,8664,17708,1,73.8724491,18.5281171,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87244910487536,18.528117098243808]}",NULL,NULL,NULL,655c5a5931c66.png,point
Pune Manpachya Emarati Bandhanyapurvi Soil Investigation Karne.,New,Building,Services,8663,17708,1,73.8724491,18.5281171,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.87244910487536,18.528117098243808]}",NULL,NULL,NULL,655c5a5931c5c.png,point
"Pune MahanagarPalikechya Parimandal Kr.5 Antargat Aslelya shaniwarwada yethil Light And Sound Show, Yashvantarao Chavan Udyan yeshil 4 D Thiyetar che VArshik padhtine Operating chi Kame karne.",Maintenance Work,Electrical,Operating Work,8662,17706,1,73.85542818,18.51983646,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85542818178327,18.519836460281876]}",NULL,NULL,NULL,655c4ef53e639.png,point
"पुणे मनपाच्या परिमंडळ क्र. ५ अंतर्गत असेलेल्या श्री.गणेश कला क्रीडा रंगमंच, लोकशाहीर अण्णाभाऊ साठे स्मारक बिबवेवाडी, साध्वी सावित्रीबाई फुले स्मारक व व्यंगचित्रकार बाळासाहेब ठाकरे कलादालन येथील स्टेज लाइट, साउंड व वातानुकुलीत यंत्रणेची दैनंदिन ऑपरेटिंग ची कामे करणे.",Maintenance Work,Electrical,Operating Work,8661,17703,1,73.85666658,18.50151817,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8566665750095,18.501518171971412]}",NULL,NULL,NULL,655c4c128bd4f.png,point
Carrying out electrical works to supply electricity to Electric Charging Station at Katraj PMPML E-Bus Depot under Pune Municipal Corporation.,New,Electrical,New Project ,8660,17701,1,73.85925238,18.44723182,0.088136566,"73.8592523753817,18.447231820095627","{""type"":""LineString"",""coordinates"":[[73.8596666993318,18.447395448032438],[73.85909024861863,18.447255838875343],[73.85900017819469,18.4470441733791]]}",NULL,NULL,NULL,655c3cc94e86b.png,linestring
Carrying out electrical works to supply electricity to Electric Charging Station at Katraj PMPML E-Bus Depot under Pune Municipal Corporation.,New,Electrical,New Project ,8659,17701,1,73.85845052,18.44760411,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85845052315625,18.447604108236774]}",NULL,NULL,NULL,655c3bffe52ef.png,point
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8657,5073,1,73.8704112,18.46752161,0.042490177,"73.8704112047997,18.46752160726661","{""type"":""LineString"",""coordinates"":[[73.8702098865838,18.467515113130617],[73.87061252301561,18.46752810140261]]}",NULL,NULL,NULL,655b3f605b29d.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8656,5073,1,73.87040536,18.46774111,0.039879591,"73.87040536011693,18.467741109033582","{""type"":""LineString"",""coordinates"":[[73.87021638071978,18.467735913704967],[73.87059433951408,18.4677463043622]]}",NULL,NULL,NULL,655b3f6053891.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8655,5073,1,73.87059564,18.4677463,0.000288845,"73.87059563832146,18.467746304374586","{""type"":""LineString"",""coordinates"":[[73.87059563832146,18.46774500555482],[73.87059563832146,18.467747603194354]]}",NULL,NULL,NULL,655b3f5fb269a.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8654,5073,1,73.8704112,18.46752161,0.042490177,"73.8704112047997,18.46752160726661","{""type"":""LineString"",""coordinates"":[[73.8702098865838,18.467515113130617],[73.87061252301561,18.46752810140261]]}",NULL,NULL,NULL,655b3f5e940f2.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8653,5073,1,73.87040536,18.46774111,0.039879591,"73.87040536011693,18.467741109033582","{""type"":""LineString"",""coordinates"":[[73.87021638071978,18.467735913704967],[73.87059433951408,18.4677463043622]]}",NULL,NULL,NULL,655b3f5ceb546.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8652,5073,1,73.87059564,18.4677463,0.000288845,"73.87059563832146,18.467746304374586","{""type"":""LineString"",""coordinates"":[[73.87059563832146,18.46774500555482],[73.87059563832146,18.467747603194354]]}",NULL,NULL,NULL,655b3f5cc284b.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8651,5073,1,73.87040536,18.46774111,0.039879591,"73.87040536011693,18.467741109033582","{""type"":""LineString"",""coordinates"":[[73.87021638071978,18.467735913704967],[73.87059433951408,18.4677463043622]]}",NULL,NULL,NULL,655b3f4f388a0.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8650,5073,1,73.87059564,18.4677463,0.000288845,"73.87059563832146,18.467746304374586","{""type"":""LineString"",""coordinates"":[[73.87059563832146,18.46774500555482],[73.87059563832146,18.467747603194354]]}",NULL,NULL,NULL,655b3f4a785bb.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8649,5073,1,73.8704112,18.46752161,0.042490177,"73.8704112047997,18.46752160726661","{""type"":""LineString"",""coordinates"":[[73.8702098865838,18.467515113130617],[73.87061252301561,18.46752810140261]]}",NULL,NULL,NULL,655b3f470f756.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8648,5073,1,73.87059564,18.4677463,0.000288845,"73.87059563832146,18.467746304374586","{""type"":""LineString"",""coordinates"":[[73.87059563832146,18.46774500555482],[73.87059563832146,18.467747603194354]]}",NULL,NULL,NULL,655b3f45dde07.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8647,5073,1,73.87040536,18.46774111,0.039879591,"73.87040536011693,18.467741109033582","{""type"":""LineString"",""coordinates"":[[73.87021638071978,18.467735913704967],[73.87059433951408,18.4677463043622]]}",NULL,NULL,NULL,655b3f454a983.png,linestring
Parvati Matdar Sanghatil Survey No.628 Bibwewadi PMT Colony Parisaramadhe Pavsali Line Takne. (DPDC),Repair Work,Drainage,Maintanance Work,8646,5073,1,73.8704112,18.46752161,0.042490177,"73.8704112047997,18.46752160726661","{""type"":""LineString"",""coordinates"":[[73.8702098865838,18.467515113130617],[73.87061252301561,18.46752810140261]]}",NULL,NULL,NULL,655b3f4530a67.png,linestring
Prabhag Kr. 25 Bapusaheb Kedari Jaltaran Talav Wanwadi Yethe Vivdh Vikas Kame Karne.,New,Building,Services,8645,17687,1,73.89916513,18.4977608,837.5608515,"73.8991651341261,18.497760801978906","{""type"":""Polygon"",""coordinates"":[[[73.89897409134271,18.497873509227684],[73.89934818348759,18.497841535540086],[73.89935138085634,18.49765928552079],[73.89898688081774,18.497668877627067],[73.89897409134271,18.497873509227684]]]}",NULL,NULL,NULL,655b28fc7d738.png,polygon
