name_of_work,work_type,department,project_type,gis_id,works_aa_approval_id,road_no,latitude,longitude,polygon_area,polygon_centroid,geometry,length,width,area,gis_snap,measure_in
"Pune Mahanagarpalikechya Junya va navin Imaratimadhil pyasej, Shauchalay , Mukhya Sabhagruh, sthayi sabhagruh, vishesh samiti sabhagruh mahapaur yanche karyaalay tasech savarkar bhavan yethil safsafai va junya aani navin imaratiche baheril bajuche saf safai karane",New,Solid waste Management,Building Cleaning,9224,18725,2,73.84981667,18.52187888,3059.372599,"73.84981666664528,18.52187887895526","{""type"":""Polygon"",""coordinates"":[[[73.84949045286186,18.522092222769626],[73.85022639115728,18.5220061023308],[73.85014809984925,18.52165640115496],[73.84940172271276,18.521760789565658],[73.84949045286186,18.522092222769626]]]}",NULL,NULL,NULL,65aa6a73b2bac.png,polygon
"Pune Mahanagarpalikechya Junya va navin Imaratimadhil pyasej, Shauchalay , Mukhya Sabhagruh, sthayi sabhagruh, vishesh samiti sabhagruh mahapaur yanche karyaalay tasech savarkar bhavan yethil safsafai va junya aani navin imaratiche baheril bajuche saf safai karane",New,Solid waste Management,Building Cleaning,9223,18725,2,73.84978013,18.52190693,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.84978013070153,18.521906933340635]}",NULL,NULL,NULL,65aa6a73719a2.png,point
"Pune Mahanagarpalikechya Junya va navin Imaratimadhil pyasej, Shauchalay , Mukhya Sabhagruh, sthayi sabhagruh, vishesh samiti sabhagruh mahapaur yanche karyaalay tasech savarkar bhavan yethil safsafai va junya aani navin imaratiche baheril bajuche saf safai karane",New,Solid waste Management,Building Cleaning,9222,18725,1,73.85326877,18.52373706,16132.62085,"73.85326876884452,18.523737064076663","{""type"":""Polygon"",""coordinates"":[[[73.85317052349399,18.523005387881977],[73.85410618799743,18.52328608723301],[73.85352536558774,18.524582046967897],[73.85261009232235,18.524301692994715],[73.852931674821,18.52351010530573],[73.85317052349399,18.523005387881977]]]}",NULL,NULL,NULL,65aa69ebb13d4.png,polygon
"Pune Mahanagarpalikechya Junya va navin Imaratimadhil pyasej, Shauchalay , Mukhya Sabhagruh, sthayi sabhagruh, vishesh samiti sabhagruh mahapaur yanche karyaalay tasech savarkar bhavan yethil safsafai va junya aani navin imaratiche baheril bajuche saf safai karane",New,Solid waste Management,Building Cleaning,9221,18725,1,73.85335575,18.52356855,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85335574991355,18.523568551656997]}",NULL,NULL,NULL,65aa69e9e041e.png,point
Pune Shahramdhe Adarsh shala Yojaneantargat kai. Narayanrao Navale Prathamik Shala Vadagaon Khurd Sinhgad Road Shala Kr. 56 B ya Shalemadhe Vividh Vikas Kame Karne. ,New,Building,Educational,9220,18720,1,73.81370724,18.45951759,965.3269567,"73.81370724238678,18.45951758727734","{""type"":""Polygon"",""coordinates"":[[[73.81362514662689,18.459644326418932],[73.81362514662689,18.459644326418932],[73.81385585371365,18.459648820731758],[73.81385435563789,18.45931174849864],[73.81357570932863,18.459338714318434],[73.81362514662689,18.459644326418932]]]}",NULL,NULL,NULL,65aa578354f79.png,polygon
Pune Shahramdhe Adarsh shala Yojaneantargat kai. Narayanrao Navale Prathamik Shala Vadagaon Khurd Sinhgad Road Shala Kr. 56 B ya Shalemadhe Vividh Vikas Kame Karne. ,New,Building,Educational,9219,18720,1,73.81370724,18.45951759,965.3269567,"73.81370724238678,18.45951758727734","{""type"":""Polygon"",""coordinates"":[[[73.81362514662689,18.459644326418932],[73.81362514662689,18.459644326418932],[73.81385585371365,18.459648820731758],[73.81385435563789,18.45931174849864],[73.81357570932863,18.459338714318434],[73.81362514662689,18.459644326418932]]]}",NULL,NULL,NULL,65aa57823d392.png,polygon
Pune Shahramdhe Adarsh shala Yojaneantargat kai. Narayanrao Navale Prathamik Shala Vadagaon Khurd Sinhgad Road Shala Kr. 56 B ya Shalemadhe Vividh Vikas Kame Karne. ,New,Building,Educational,9218,18720,1,73.81370724,18.45951759,965.3269567,"73.81370724238678,18.45951758727734","{""type"":""Polygon"",""coordinates"":[[[73.81362514662689,18.459644326418932],[73.81362514662689,18.459644326418932],[73.81385585371365,18.459648820731758],[73.81385435563789,18.45931174849864],[73.81357570932863,18.459338714318434],[73.81362514662689,18.459644326418932]]]}",NULL,NULL,NULL,65aa57823d716.png,polygon
demop,Repair Work,Road,Bituminous Road,9217,3147,1,73.82741772,18.47891828,0.601780827,"73.82741771865645,18.478918281891676","{""type"":""LineString"",""coordinates"":[[73.83007915801338,18.477174994412906],[73.82758274566213,18.478567223990627],[73.82578244855758,18.47976742206033],[73.82622652239277,18.480163487102846]]}",NULL,NULL,NULL,65aa4bcd59b39.png,linestring
demop,Repair Work,Road,Bituminous Road,9216,3147,1,73.82741772,18.47891828,0.601780827,"73.82741771865645,18.478918281891676","{""type"":""LineString"",""coordinates"":[[73.83007915801338,18.477174994412906],[73.82758274566213,18.478567223990627],[73.82578244855758,18.47976742206033],[73.82622652239277,18.480163487102846]]}",NULL,NULL,NULL,65aa4bc947bb8.png,linestring
Prabhag Kr. 12 D Kothrud Yethil Yashwantrao Chavan Natyagruh Yethe Durusti Vishyak Kame Karne.,Maintenance Work,Building,Services,9215,18706,1,73.81231628,18.50275044,6159.586559,"73.81231627785077,18.502750439567947","{""type"":""Polygon"",""coordinates"":[[[73.8122799043581,18.50306325160482],[73.81268304390174,18.50305112710727],[73.81268304390174,18.502323657254077],[73.81199800978999,18.502308501632136],[73.81193738730222,18.503005660241442],[73.8122799043581,18.50306325160482]]]}",NULL,NULL,NULL,65aa33dcd962b.png,polygon
"PARIMANDAL KR. 1 ANTARGAT ASLELYA VIVIDH SANSKRUTIK BHAVNANCHI STAGE LIGHT, SOUND SYSTEM V VATANUKULIT YENTRANECHI OPERATING KARNE. (Registration at shithil ) ",Maintenance Work,Electrical,Operating Work,9214,18649,1,73.8864043,18.56615963,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.88640430375428,18.566159628924936]}",NULL,NULL,NULL,65a9158bd12fe.png,point
Prabhag kramank 39 madhil pune manapachya loknete na. sharadchandraji  pawar bahuuddeshiya bhavanmadhil  emaratimadhye stapatya vishayak v  tadnushangik kame karne.,Maintenance Work,Building,Services,9213,18631,1,73.85439865,18.46535495,0.173586843,"73.85439865227806,18.465354946092372","{""type"":""LineString"",""coordinates"":[[73.85436339798227,18.465556984799417],[73.85449504121976,18.465427431137122],[73.85443093837337,18.46501186502599],[73.85436641426558,18.465016828418896],[73.85432023998274,18.465270543785056],[73.85435302783372,18.465559076873717],[73.85449401559295,18.465437761825076],[73.85436614297411,18.465559076873717]]}",NULL,NULL,NULL,65a90402149fe.png,linestring
Footpath paving between Ashish garden and badhai chowk.,New,Road,New Foothpath ,9212,18627,1,73.80447746,18.50205419,0.00072339,"73.80447745788175,18.502054186209474","{""type"":""LineString"",""coordinates"":[[73.80447892745119,18.502051247070582],[73.80447598831229,18.502057125348365]]}",NULL,NULL,NULL,65a8f86500336.png,linestring
Footpath paving between Ashish garden and badhai chowk.,New,Road,New Foothpath ,9211,18627,1,73.80447746,18.50205419,0.00072339,"73.80447745788175,18.502054186209474","{""type"":""LineString"",""coordinates"":[[73.80447892745119,18.502051247070582],[73.80447598831229,18.502057125348365]]}",NULL,NULL,NULL,65a8f85793882.png,linestring
Footpath paving between Ashish garden and badhai chowk.,New,Road,New Foothpath ,9210,18627,1,73.8036883,18.50212252,0.197163298,"73.80368829908923,18.50212252118871","{""type"":""LineString"",""coordinates"":[[73.80265078306037,18.502321647848643],[73.80342965486675,18.502101212431747],[73.80419383097866,18.50201597740388],[73.80447892745119,18.502051247070582]]}",NULL,NULL,NULL,65a8f856a26ff.png,linestring
Footpath paving between Ashish garden and badhai chowk.,New,Road,New Foothpath ,9209,18627,1,73.8036883,18.50212252,0.197163298,"73.80368829908923,18.50212252118871","{""type"":""LineString"",""coordinates"":[[73.80265078306037,18.502321647848643],[73.80342965486675,18.502101212431747],[73.80419383097866,18.50201597740388],[73.80447892745119,18.502051247070582]]}",NULL,NULL,NULL,65a8f854b6b90.png,linestring
Footpath paving between Ashish garden and badhai chowk.,New,Road,New Foothpath ,9208,18627,1,73.80447746,18.50205419,0.00072339,"73.80447745788175,18.502054186209474","{""type"":""LineString"",""coordinates"":[[73.80447892745119,18.502051247070582],[73.80447598831229,18.502057125348365]]}",NULL,NULL,NULL,65a8f84bf3d78.png,linestring
Footpath paving between Ashish garden and badhai chowk.,New,Road,New Foothpath ,9207,18627,1,73.8036883,18.50212252,0.197163298,"73.80368829908923,18.50212252118871","{""type"":""LineString"",""coordinates"":[[73.80265078306037,18.502321647848643],[73.80342965486675,18.502101212431747],[73.80419383097866,18.50201597740388],[73.80447892745119,18.502051247070582]]}",NULL,NULL,NULL,65a8f84abedf5.png,linestring
Carrying out remaining works of Shivajinagar Congress Bhavan road.,New,Road,New Foothpath ,9206,16684,1,73.85334582,18.52290382,0.338689431,"73.85334581760405,18.522903821151488","{""type"":""LineString"",""coordinates"":[[73.85294054802962,18.522904368813077],[73.85306322422512,18.5224788357599],[73.85326640667394,18.52260151195541],[73.85318973405175,18.522900535181968],[73.85403696652699,18.523203392039637],[73.85398712932256,18.523326068235146],[73.85293671439851,18.522912036075297]]}",NULL,NULL,NULL,65a8d21071b8f.png,linestring
Carrying out remaining works of Shivajinagar Congress Bhavan road.,New,Road,New Foothpath ,9205,16684,1,73.85294406,18.52291204,0.001549939,"73.85294406462211,18.522912036075283","{""type"":""LineString"",""coordinates"":[[73.85293671439847,18.522912036075283],[73.85295141484576,18.522912036075283]]}",NULL,NULL,NULL,65a8d1fa9505c.png,linestring
Ganesh test 1,New,Building,Sports,9204,18611,1,73.84914707,18.50653498,935009.9298,"73.84914706960191,18.50653498337056","{""type"":""Polygon"",""coordinates"":[[[73.84513249368037,18.511000174956767],[73.85381708649025,18.51132789544016],[73.85312068046304,18.502438477328166],[73.84451801777402,18.501373385757145],[73.84513249368037,18.511000174956767]]]}",NULL,NULL,NULL,65a8ceab3898c.png,polygon
Ganesh test 1,New,Road,Bituminous Road,9203,18608,1,73.81203167,18.483867,3.190681864,"73.81203167129347,18.483866997346887","{""type"":""LineString"",""coordinates"":[[73.80855113452688,18.48265862532498],[73.81022575658875,18.484260393712294],[73.81435623020265,18.489154802418348],[73.8191586855149,18.485682706040507],[73.81126838843257,18.478934091815734],[73.80862983249506,18.48251136476947]]}",NULL,NULL,NULL,65a8cb2c89a66.png,linestring
test project,New,Road,Bituminous Road,9202,18353,2,73.87623809,18.53662582,0.308173411,"73.87623808909917,18.53662581589533","{""type"":""LineString"",""coordinates"":[[73.87488554591557,18.53610067498817],[73.87759063228278,18.537150956802492]]}",NULL,NULL,NULL,65a7c9031a824.png,linestring
test project,New,Road,Bituminous Road,9201,18353,2,73.87623809,18.53662582,0.308173411,"73.87623808909917,18.53662581589533","{""type"":""LineString"",""coordinates"":[[73.87488554591557,18.53610067498817],[73.87759063228278,18.537150956802492]]}",NULL,NULL,NULL,65a7c902cab97.png,linestring
test project,New,Road,Bituminous Road,9200,18353,2,73.87623809,18.53662582,0.308173411,"73.87623808909917,18.53662581589533","{""type"":""LineString"",""coordinates"":[[73.87488554591557,18.53610067498817],[73.87759063228278,18.537150956802492]]}",NULL,NULL,NULL,65a7c90291acd.png,linestring
Vadgaon sheri matadar sanghatil dhanori gavthan yethil smhashan bhumi vikasit karne v itar kame karne,New,Building,Services,9199,18582,1,73.89777591,18.6003929,3333.677204,"73.89777590700255,18.600392904340698","{""type"":""Polygon"",""coordinates"":[[[73.89754275452013,18.60082025914215],[73.89815717987565,18.60050070306606],[73.89799260164982,18.600222291609214],[73.89775122029378,18.600204462259562],[73.89743577867334,18.6002168056265],[73.89754275452013,18.60082025914215]]]}",NULL,NULL,NULL,65a78a123b946.png,polygon
Vadgaon sheri matadar sanghatil dhanori gavthan yethil smhashan bhumi vikasit karne v itar kame karne,New,Building,Services,9198,18582,1,73.89777591,18.6003929,3333.677204,"73.89777590700255,18.600392904340698","{""type"":""Polygon"",""coordinates"":[[[73.89754275452013,18.60082025914215],[73.89815717987565,18.60050070306606],[73.89799260164982,18.600222291609214],[73.89775122029378,18.600204462259562],[73.89743577867334,18.6002168056265],[73.89754275452013,18.60082025914215]]]}",NULL,NULL,NULL,65a78a0daf285.png,polygon
"PARIMANDAL KR. 1 ANTARGAT ASLELYA VIVIDH SANSKRUTIK BHAVNANCHI STAGE LIGHT, SOUND SYSTEM V VATANUKULIT YENTRANECHI OPERATING KARNE. ",Emergency And Special Work,Electrical,Operating Work,9197,18576,1,73.88840775,18.54783174,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.88840774637026,18.547831742111217]}",NULL,NULL,NULL,65a679efdbbae.png,point
prbhag kr 27 madhye prsutigruhache urvrit kam purn karne,New,Building,Services,9196,1077,2,73.90967892,18.49496587,3.39570337,"73.90967891545273,18.49496587039883","{""type"":""LineString"",""coordinates"":[[73.9177538809303,18.49686313985021],[73.90618516045787,18.487330514887017],[73.90442672059484,18.494641947637795],[73.91034989982793,18.50102787922029]]}",NULL,NULL,NULL,65a6683f2fff8.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9195,12154,1,73.83628018,18.57499836,0.071491352,"73.83628017538896,18.574998356590072","{""type"":""LineString"",""coordinates"":[[73.83620197417493,18.5753111614462],[73.836358376603,18.574685551733943]]}",NULL,NULL,NULL,65a663f4845bd.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9194,12154,1,73.83326943,18.57352231,0.065798687,"73.83326942864872,18.573522308675216","{""type"":""LineString"",""coordinates"":[[73.83309347591715,18.573766687469064],[73.8334453813803,18.573277929881364]]}",NULL,NULL,NULL,65a663f4310b6.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9193,12154,1,73.81741288,18.5686898,0.050380392,"73.8174128762945,18.568689800878325","{""type"":""LineString"",""coordinates"":[[73.81738355083924,18.568914629368667],[73.81744220174976,18.568464972387982]]}",NULL,NULL,NULL,65a663f33bad6.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9192,12154,1,73.81147936,18.56770251,0.047825746,"73.81147935917981,18.56770251055117","{""type"":""LineString"",""coordinates"":[[73.81147935917981,18.567917563889758],[73.81147935917981,18.567487457212582]]}",NULL,NULL,NULL,65a663f331e91.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9191,12154,1,73.80774525,18.56797621,0.064262863,"73.80774525120978,18.567976214800282","{""type"":""LineString"",""coordinates"":[[73.80784300272731,18.568249919049393],[73.80764749969224,18.567702510551168]]}",NULL,NULL,NULL,65a663f1b9575.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9190,12154,1,73.78791583,18.56464208,0.094976256,"73.78791582500168,18.564642077758165","{""type"":""LineString"",""coordinates"":[[73.78834593167886,18.564769154730968],[73.7874857183245,18.564515000785363]]}",NULL,NULL,NULL,65a663f1dd981.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9189,12154,1,73.83628018,18.57499836,0.071491352,"73.83628017538896,18.574998356590072","{""type"":""LineString"",""coordinates"":[[73.83620197417493,18.5753111614462],[73.836358376603,18.574685551733943]]}",NULL,NULL,NULL,65a663f120093.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9188,12154,1,73.81147936,18.56770251,0.047825746,"73.81147935917981,18.56770251055117","{""type"":""LineString"",""coordinates"":[[73.81147935917981,18.567917563889758],[73.81147935917981,18.567487457212582]]}",NULL,NULL,NULL,65a663f072c50.png,linestring
"G-20 Parishadechya anushangane shaharatil rastyavaril bhintinna pul, uddanpul va bhuyari yanchi Aakarshak rangrangoti karne (Bhag-4)",Emergency And Special Work,Project Work,Bridges,9187,12154,1,73.80774525,18.56797621,0.064262863,"73.80774525120978,18.567976214800282","{""type"":""LineString"",""coordinates"":[[73.80784300272731,18.568249919049393],[73.80764749969224,18.567702510551168]]}",NULL,NULL,NULL,65a663f025c59.png,linestring
test project,New,Road,Bituminous Road,9186,18353,2,73.89467258,18.53761809,0.04439854,"73.89467257891465,18.53761808933003","{""type"":""LineString"",""coordinates"":[[73.89450317862554,18.5377366695324],[73.89484197920375,18.537499509127663]]}",NULL,NULL,NULL,65a64dfadc036.png,linestring
test project,New,Road,Bituminous Road,9185,18353,2,73.8811375,18.53629677,2.836330023,"73.88113749581578,18.536296767075072","{""type"":""LineString"",""coordinates"":[[73.86777181300603,18.534856864617748],[73.89450317862554,18.5377366695324]]}",NULL,NULL,NULL,65a64dfa116f9.png,linestring
test project,New,Road,Bituminous Road,9184,18353,2,73.89467258,18.53761809,0.04439854,"73.89467257891465,18.53761808933003","{""type"":""LineString"",""coordinates"":[[73.89450317862554,18.5377366695324],[73.89484197920375,18.537499509127663]]}",NULL,NULL,NULL,65a64dcb1785b.png,linestring
test project,New,Road,Bituminous Road,9183,18353,2,73.8811375,18.53629677,2.836330023,"73.88113749581578,18.536296767075072","{""type"":""LineString"",""coordinates"":[[73.86777181300603,18.534856864617748],[73.89450317862554,18.5377366695324]]}",NULL,NULL,NULL,65a64dcae5c57.png,linestring
test project,New,Road,Bituminous Road,9182,18353,2,73.89145758,18.53688325,2.074269014,"73.89145758410483,18.53688325347805","{""type"":""LineString"",""coordinates"":[[73.87946677084372,18.53743911899347],[73.8961427363062,18.537296182146644],[73.89876324516459,18.53591445929404]]}",NULL,NULL,NULL,65a64d0038f71.png,linestring
Pune Shaheramadhye Aadarsh Shala Yojanentargat Shri.Chhatrapati Shivaji Maharaj Vidyaniketan kr.1 (prath.) Shukrawar Peth ya Shalemadhye Sthapatye Vishayak Urwarit Kame Karne ,Emergency And Special Work,Building,Educational,9181,18562,1,73.85704025,18.50793661,2204.242896,"73.85704024562477,18.507936608974564","{""type"":""Polygon"",""coordinates"":[[[73.85668259215451,18.50779780295353],[73.8567595940348,18.50807744136087],[73.85733508177165,18.508089599552495],[73.85738371453814,18.507781592031364],[73.85668259215451,18.50779780295353]]]}",NULL,NULL,NULL,65a63c7b33698.png,polygon
"पुणे मनपाच्या डॉ. नायडू हॉस्पिटल येथे विकसित होणाऱ्या भारतरत्न अटल बिहारी वाजपेयी मेडिकल कॉलेज (द्वितीय वर्ष ) येथील विविध क्लास रूम, लॅब मध्ये इन्ट्रॅक्टीव्ह डिस्प्ले बोर्ड पुरविणे, बसविणे व चालू करून देणे",New,Electrical,New Project ,9180,18556,1,73.86884165,18.53145146,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.86884164630233,18.531451460461682]}",NULL,NULL,NULL,65a62f027200c.png,point
New test project ENV (10-50 Lakh),New,Environment,Maintenance Work,9179,18540,1,73.7888338,18.5542829,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.78883379910654,18.55428290185272]}",NULL,NULL,NULL,65a4fe1a3444f.png,point
Development of footpath from SNDT College to Kelewadi,Maintenance Work,Road,Repair Foothpah,9178,14968,1,73.82623069,18.50616473,0.249688192,"73.82623068622135,18.506164732491836","{""type"":""LineString"",""coordinates"":[[73.82749106428011,18.50667268658017],[73.82637193548656,18.506238073456462],[73.82574174645718,18.505966440254145],[73.82531799866157,18.50578172967657]]}",NULL,NULL,NULL,65a4e4e5d25bd.png,linestring
"Pune peth, shivajinagar, n.ta.wadi, survey no 24(part) sangamwadi ti.pi scheme,final plot no 53 (part) yethil sw 4 mailapani sudhikaran prakalpachya anushangane lagatchya jagevar playground, vikasit karne v tadnushangik kame karne",Maintenance Work,Building,Services,9177,17749,1,73.85288362,18.53885758,3049.060554,"73.85288361521684,18.538857576832903","{""type"":""Polygon"",""coordinates"":[[[73.85266227696415,18.538964318244954],[73.85264379360275,18.538599271857414],[73.85307815259553,18.53852764883201],[73.85320753612528,18.539049803791404],[73.85282631679652,18.539146841438725],[73.85266227696415,18.538964318244954]]]}",NULL,NULL,NULL,65a4dd0ecd5ce.png,polygon
KARYKARI ABHIYANTA KR.2 ANTARGAT YENARYA PRABHAG KR.15 MADHIL JALVAHINYANCHI DURUSTI VISHYAK V ITAR TADNUSHANGIK KAME KARANE,Maintenance Work,Water Supply,Maintenance Work,9176,18333,1,73.85209237,18.51218979,6.303533549,"73.85209236806358,18.512189794586558","{""type"":""LineString"",""coordinates"":[[73.85844944052907,18.501047082783515],[73.85574830415645,18.503574884145163],[73.85264271766167,18.50626157747638],[73.8506349206717,18.507691591316863],[73.845441324178,18.511007700064063],[73.8439598561876,18.512019791445883],[73.84380356111053,18.512267910926067],[73.84384394378218,18.512792885657387],[73.84358818645099,18.51295441634395],[73.84300936836289,18.513640921761827],[73.84591040123013,18.51753140070291],[73.84888110412062,18.520804208317752],[73.85139936903323,18.521241346980712],[73.85478891663405,18.522256296554517],[73.85532511683893,18.521183897021373],[73.85614856684049,18.520245547977762],[73.8561677156581,18.518445448667496],[73.85630176614764,18.515324001169123],[73.8576039646415,18.51268130216306],[73.85816323055535,18.50652719945192],[73.8587454097714,18.505788824829125],[73.85911459643279,18.504028085944004],[73.85845268446676,18.501048953790075]]}",NULL,NULL,NULL,65a4122de3532.png,linestring
Development of road from the land acquired for Mahametro at Yerwada S.No.141(Part) and 233(part) for connectivity.,New,Road,Concrete Road,9175,18530,1,73.89115362,18.54563008,0.48032664,"73.89115361967953,18.54563008028584","{""type"":""LineString"",""coordinates"":[[73.8931900149685,18.54493232257343],[73.89222228670212,18.545105359899917],[73.89169676504544,18.545342485442017],[73.89135069039246,18.545573202284796],[73.89097897996429,18.545880824497356],[73.89061367872439,18.546111541095655],[73.89009456576703,18.546246125981728],[73.88908197587196,18.545848780511786]]}",NULL,NULL,NULL,65a202b5d331c.png,linestring
Development of road from the land acquired for Mahametro at Yerwada S.No.141(Part) and 233(part) for connectivity.,New,Road,Concrete Road,9174,18530,1,73.89115362,18.54563008,0.48032664,"73.89115361967953,18.54563008028584","{""type"":""LineString"",""coordinates"":[[73.8931900149685,18.54493232257343],[73.89222228670212,18.545105359899917],[73.89169676504544,18.545342485442017],[73.89135069039246,18.545573202284796],[73.89097897996429,18.545880824497356],[73.89061367872439,18.546111541095655],[73.89009456576703,18.546246125981728],[73.88908197587196,18.545848780511786]]}",NULL,NULL,NULL,65a202b57f00c.png,linestring
"PANDIT BHIMSEN JOSHI KALADAALANAATIL BHULBULAIYYACHE VIDYUT DURUSTI VISHAYAK KAAME KARUN NUTANIKARAN KARANE						",Repair Work,Electrical,Maintenance of Wiring ,9173,18529,1,73.8510083,18.49155288,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8510083033463,18.491552877489177]}",NULL,NULL,NULL,65a13ae749c10.png,point
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9172,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a115221919c.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9171,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a11513b6989.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9170,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a115138d93e.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9169,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a115137e715.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9168,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a11512f3560.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9167,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a11512b9e4e.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9166,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a1151227cb6.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9165,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a115114f686.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9164,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a11511061b3.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9163,18522,1,73.90864044,18.56982319,0.321576382,"73.90864044050107,18.569823188431684","{""type"":""LineString"",""coordinates"":[[73.90712476061175,18.569986334444092],[73.91015612039038,18.569660042419272]]}",NULL,NULL,NULL,65a115106837c.png,linestring
Development of Airport to Vimannagar road from site at Mauje Lohgaon Survey No. 230 A under Missing Link.,New,Road,Bituminous Road,9162,18522,1,73.90881537,18.56973388,4281.608606,"73.90881536813994,18.56973388225899","{""type"":""Polygon"",""coordinates"":[[[73.90717573942,18.56977663675807],[73.91045072149151,18.569579966551572],[73.91045072149151,18.56967402596027],[73.90718429015672,18.56990489976604],[73.90717573942,18.56977663675807]]]}",NULL,NULL,NULL,65a114c1d5d96.png,polygon
